id	PT1_A.TAF1714_DE1	PT2_B.TAF1716.1_DE2	PT3_C.TAF1716.2_DE3	GC1_D.TAF1715_DE1	GC2_E.TAF1717.1_DE2	GC3_F.TAF1717.2_DE3
ENSG00000100427	31	24	35	19	18	21
ENSG00000100429	32	51	55	25	39	20
ENSG00000100433	8	7	26	9	14	9
ENSG00000100439	204	235	262	207	253	188
ENSG00000100441	1415	1508	1662	1197	1666	1214
ENSG00000100442	618	616	726	417	548	446
ENSG00000100445	97	102	118	82	87	80
ENSG00000100448	2	0	5	1	4	4
ENSG00000100450	6	1	5	0	7	2
ENSG00000100453	3	1	8	2	7	5
ENSG00000100461	1237	1284	1547	951	1323	1017
ENSG00000100462	759	780	853	518	715	555
ENSG00000100473	97	79	93	36	37	41
ENSG00000100478	195	193	172	157	232	141
ENSG00000100479	202	175	228	107	146	108
ENSG00000100483	188	174	197	115	155	131
ENSG00000100485	1062	1072	1165	764	951	794
ENSG00000100490	54	41	40	33	48	26
ENSG00000100503	1374	1254	1508	872	1282	888
ENSG00000100504	219	241	210	155	229	136
ENSG00000100505	56	42	80	41	48	39
ENSG00000100519	1496	1483	1627	1029	1399	1107
ENSG00000100522	399	402	423	308	351	293
ENSG00000100523	522	474	512	337	351	318
ENSG00000100526	128	159	157	70	108	90
ENSG00000100528	1136	1110	1175	762	984	809
ENSG00000100532	224	251	287	182	231	203
ENSG00000100554	677	846	919	620	882	585
ENSG00000100557	2245	2820	3085	2318	3033	2580
ENSG00000100558	7	7	7	0	7	4
ENSG00000100564	152	166	225	178	245	178
ENSG00000100567	949	1077	1094	717	879	739
ENSG00000100568	700	678	849	479	678	527
ENSG00000100575	272	300	320	192	321	205
ENSG00000100577	386	424	403	330	385	301
ENSG00000100578	611	524	671	361	495	418
ENSG00000100580	760	870	948	708	859	651
ENSG00000100583	112	134	153	124	209	129
ENSG00000100591	621	687	908	421	772	569
ENSG00000100592	556	578	671	362	495	424
ENSG00000100593	48	40	40	23	37	24
ENSG00000100596	1448	1521	1738	1102	1631	1240
ENSG00000100599	15	24	20	23	28	21
ENSG00000100600	988	1133	1161	1002	1376	990
ENSG00000100601	173	152	215	133	170	153
ENSG00000100603	933	968	1068	647	854	655
ENSG00000100604	10	11	15	4	6	7
ENSG00000100605	238	248	280	170	289	223
ENSG00000100612	408	421	457	318	401	329
ENSG00000100614	1714	1738	1761	1327	1721	1247
ENSG00000100625	467	486	475	302	403	338
ENSG00000100626	172	136	166	123	122	110
ENSG00000100628	4	3	4	3	7	2
ENSG00000100629	179	176	229	101	141	127
ENSG00000100632	2404	2654	2463	1427	2093	1767
ENSG00000100644	2653	2828	3033	1925	2432	2024
ENSG00000100650	4100	3880	3864	2621	3310	2703
ENSG00000100652	19	14	20	15	24	20
ENSG00000100664	3986	4187	4095	2790	3515	2799
ENSG00000100665	11	8	10	8	8	6
ENSG00000100678	14	6	18	23	29	17
ENSG00000100697	3036	2953	3447	2254	3029	2369
ENSG00000100711	380	361	403	270	388	285
ENSG00000100714	774	799	787	543	654	518
ENSG00000100721	0	0	3	2	2	0
ENSG00000100722	1322	1297	1576	942	1339	1011
ENSG00000100726	224	290	263	188	207	202
ENSG00000100731	1470	1435	1585	1121	1403	1089
ENSG00000100739	1	3	4	2	0	2
ENSG00000100744	476	580	593	402	492	421
ENSG00000100749	527	487	566	264	350	284
ENSG00000100764	654	719	722	520	678	477
ENSG00000100767	294	461	491	469	780	442
ENSG00000100784	188	122	201	137	136	124
ENSG00000100796	1482	1583	1815	1188	1644	1174
ENSG00000100802	184	210	227	140	185	191
ENSG00000100804	1210	1346	1329	744	1101	864
ENSG00000100811	2133	2228	2370	1618	2167	1709
ENSG00000100813	2328	2202	2572	1605	2305	1890
ENSG00000100814	1980	1996	2087	1332	1620	1480
ENSG00000100815	947	928	1134	699	1026	776
ENSG00000100823	1924	1991	2044	1167	1715	1240
ENSG00000100836	1959	2128	2301	1665	2286	1700
ENSG00000100842	637	638	609	388	462	415
ENSG00000100852	3357	3611	4135	2669	3452	2761
ENSG00000100865	232	295	310	202	281	201
ENSG00000100867	61	54	70	72	66	55
ENSG00000100883	932	995	936	600	851	692
ENSG00000100884	12	1	14	2	13	12
ENSG00000100888	2555	2560	2696	1769	2394	1823
ENSG00000100889	333	434	386	355	514	340
ENSG00000100890	664	679	839	533	720	585
ENSG00000100897	1142	1369	1420	1022	1332	941
ENSG00000100902	313	325	316	194	290	202
ENSG00000100906	515	525	620	369	522	427
ENSG00000100908	122	95	100	70	89	80
ENSG00000100911	673	746	762	462	643	459
ENSG00000100916	165	184	224	123	178	142
ENSG00000100918	540	615	576	309	368	298
ENSG00000100926	467	483	575	325	547	388
ENSG00000100934	1981	2083	2173	1394	1838	1576
ENSG00000100938	750	986	939	678	886	647
ENSG00000100941	2073	1805	1779	1282	1584	1194
ENSG00000100949	200	260	267	159	208	173
ENSG00000100968	1705	1622	1640	992	1264	1123
ENSG00000100979	1161	1347	1178	1012	1131	939
ENSG00000100982	314	363	364	249	286	222
ENSG00000100983	551	651	630	562	729	552
ENSG00000100985	15	12	18	8	16	7
ENSG00000100987	2	1	5	0	3	3
ENSG00000100991	1190	1321	1304	897	1153	845
ENSG00000100994	1201	1514	1499	1017	1459	1044
ENSG00000100997	439	463	531	343	424	366
ENSG00000101000	9	8	9	8	8	7
ENSG00000101003	517	536	546	267	430	349
ENSG00000101004	733	721	705	459	571	475
ENSG00000101017	7	8	16	5	10	12
ENSG00000101019	761	776	788	519	665	574
ENSG00000101040	800	778	1054	532	792	625
ENSG00000101049	311	315	381	340	515	364
ENSG00000101052	481	522	606	409	488	379
ENSG00000101057	538	521	469	257	292	253
ENSG00000101074	1	1	1	0	1	4
ENSG00000101076	729	1415	1345	1314	2709	1554
ENSG00000101079	554	554	661	350	478	414
ENSG00000101082	14	9	10	8	13	11
ENSG00000101084	33	49	40	34	29	27
ENSG00000101096	18	20	24	10	31	16
ENSG00000101098	25	33	32	13	41	26
ENSG00000101104	126	160	178	113	155	134
ENSG00000101109	726	678	825	534	722	533
ENSG00000101115	166	187	208	82	121	123
ENSG00000101126	1618	1795	1833	1278	1400	1160
ENSG00000101132	415	373	510	273	403	287
ENSG00000101134	15	18	28	25	29	16
ENSG00000101138	621	665	659	451	608	446
ENSG00000101144	2685	2985	2777	1718	1988	1754
ENSG00000101146	537	599	644	387	553	484
ENSG00000101150	772	883	900	648	931	630
ENSG00000101152	766	933	865	654	768	687
ENSG00000101158	896	1142	1146	720	1081	802
ENSG00000101160	352	425	485	282	425	311
ENSG00000101161	1060	1119	1177	750	1048	784
ENSG00000101162	15	17	18	19	22	9
ENSG00000101166	1356	1288	1429	987	1253	1028
ENSG00000101180	1	1	3	1	4	2
ENSG00000101181	191	220	196	142	155	112
ENSG00000101182	1188	1311	1167	829	1146	834
ENSG00000101187	23	28	48	16	21	33
ENSG00000101188	19	18	29	16	26	17
ENSG00000101189	315	308	308	211	279	230
ENSG00000101190	188	189	195	114	167	152
ENSG00000101191	1279	1296	1346	973	1280	930
ENSG00000101193	900	1110	1012	723	903	703
ENSG00000101194	60	50	70	45	40	46
ENSG00000101197	23	31	25	13	12	22
ENSG00000101198	795	682	721	399	365	419
ENSG00000101199	1068	1129	1035	683	901	707
ENSG00000101200	0	0	0	0	0	0
ENSG00000101203	37	31	56	35	52	39
ENSG00000101204	193	299	301	273	394	312
ENSG00000101210	43	38	67	34	26	34
ENSG00000101213	35	30	38	16	38	28
ENSG00000101216	238	328	288	192	230	159
ENSG00000101220	186	157	150	107	122	113
ENSG00000101222	20	31	24	31	40	33
ENSG00000101224	240	249	270	124	185	170
ENSG00000101230	43	19	45	30	36	31
ENSG00000101236	482	484	469	344	361	320
ENSG00000101246	316	409	402	272	373	257
ENSG00000101247	298	312	421	252	343	283
ENSG00000101251	2	3	11	6	10	13
ENSG00000101255	115	85	121	53	47	46
ENSG00000101265	122	158	152	68	129	100
ENSG00000101266	2598	2531	2841	1787	2315	1932
ENSG00000101276	3	8	12	11	23	15
ENSG00000101280	5	2	10	10	5	11
ENSG00000101282	12	7	10	2	9	6
ENSG00000101290	973	1083	1223	863	1145	896
ENSG00000101292	2	1	2	1	2	0
ENSG00000101294	706	766	810	533	717	529
ENSG00000101298	41	38	49	43	75	54
ENSG00000101306	28	20	14	10	12	10
ENSG00000101307	14	13	19	10	25	12
ENSG00000101310	999	1052	1247	784	1051	826
ENSG00000101311	21	18	43	32	57	26
ENSG00000101323	2	0	3	2	6	3
ENSG00000101327	2	2	4	4	7	5
ENSG00000101331	8	5	7	1	8	5
ENSG00000101333	243	216	267	207	271	188
ENSG00000101335	369	412	330	402	470	324
ENSG00000101336	11	6	7	6	5	7
ENSG00000101337	1232	1274	1388	941	1215	993
ENSG00000101342	11	6	15	8	12	18
ENSG00000101343	678	673	777	516	712	555
ENSG00000101346	934	1058	1125	815	1015	782
ENSG00000101347	173	158	238	142	194	174
ENSG00000101349	17	6	30	13	23	7
ENSG00000101350	815	893	1031	770	1249	746
ENSG00000101353	130	132	123	82	103	86
ENSG00000101361	1995	1827	1934	1060	1557	1254
ENSG00000101363	178	193	241	129	194	146
ENSG00000101365	915	1003	1036	748	977	776
ENSG00000101367	1202	1292	1408	843	1100	826
ENSG00000101384	20038	18376	22028	10886	12751	12982
ENSG00000101391	335	379	405	234	315	223
ENSG00000101400	87	101	110	84	101	64
ENSG00000101405	0	1	0	0	0	0
ENSG00000101407	684	722	776	487	635	539
ENSG00000101412	303	315	266	154	178	163
ENSG00000101413	532	554	561	410	459	383
ENSG00000101417	100	119	113	88	156	94
ENSG00000101421	299	409	404	270	373	265
ENSG00000101425	11	4	13	5	17	10
ENSG00000101435	2	0	1	0	2	2
ENSG00000101438	95	136	108	43	56	45
ENSG00000101439	734	901	727	573	790	644
ENSG00000101440	8	12	13	4	11	10
ENSG00000101441	3	0	3	2	3	3
ENSG00000101442	79	81	122	78	111	72
ENSG00000101443	259	287	297	261	310	253
ENSG00000101444	1630	1938	1970	1369	1960	1344
ENSG00000101445	14	18	21	17	30	22
ENSG00000101446	0	0	1	0	0	1
ENSG00000101447	140	174	161	86	129	97
ENSG00000101448	11	0	21	8	12	14
ENSG00000101452	313	296	325	229	234	187
ENSG00000101457	235	307	277	185	283	194
ENSG00000101460	49	75	64	58	63	52
ENSG00000101463	76	112	104	84	105	62
ENSG00000101464	437	441	488	296	406	356
ENSG00000101470	8	6	13	5	14	13
ENSG00000101473	187	199	180	134	156	161
ENSG00000101474	949	953	1109	769	975	747
ENSG00000101489	31	33	46	30	40	22
ENSG00000101493	1010	1044	1057	604	763	641
ENSG00000101542	8	11	13	8	30	11
ENSG00000101544	741	916	763	645	743	559
ENSG00000101546	291	234	282	186	224	151
ENSG00000101557	544	601	585	470	484	406
ENSG00000101558	2240	2265	2444	1535	1960	1595
ENSG00000101574	180	164	228	113	176	146
ENSG00000101577	1180	999	1188	613	751	721
ENSG00000101596	2392	2188	2659	1460	1887	1617
ENSG00000101605	57	48	58	27	42	42
ENSG00000101608	1457	1602	1645	1133	1525	1114
ENSG00000101624	223	224	265	165	183	176
ENSG00000101638	47	43	50	30	61	37
ENSG00000101639	1361	1314	1595	902	1300	942
ENSG00000101654	1150	1265	1280	828	1137	860
ENSG00000101665	513	712	687	531	616	506
ENSG00000101670	2317	2576	2846	1668	1804	1727
ENSG00000101680	6416	6430	7895	5089	6691	5130
ENSG00000101695	58	44	39	22	28	24
ENSG00000101745	719	698	797	604	747	573
ENSG00000101746	51	63	94	76	101	81
ENSG00000101751	862	967	1131	693	967	776
ENSG00000101752	4366	3988	4582	2745	3493	2921
ENSG00000101773	649	562	709	473	680	488
ENSG00000101782	749	890	927	589	883	679
ENSG00000101811	281	254	250	183	233	190
ENSG00000101812	3	0	4	1	2	2
ENSG00000101825	60	71	79	74	165	79
ENSG00000101842	2	1	4	0	7	4
ENSG00000101843	534	586	720	396	534	414
ENSG00000101844	127	137	192	99	152	101
ENSG00000101846	54	52	69	53	80	47
ENSG00000101849	414	475	473	298	411	313
ENSG00000101850	310	357	326	232	246	218
ENSG00000101856	3216	3794	3735	2710	3501	2723
ENSG00000101868	507	483	576	316	484	389
ENSG00000101871	493	471	662	431	618	448
ENSG00000101882	216	252	258	167	219	184
ENSG00000101883	9	4	2	6	7	2
ENSG00000101888	244	236	277	174	223	204
ENSG00000101890	5	2	13	5	10	5
ENSG00000101892	8	0	13	2	15	13
ENSG00000101901	325	282	316	217	309	284
ENSG00000101911	333	279	346	174	218	243
ENSG00000101916	3	1	7	1	5	2
ENSG00000101928	264	308	307	225	276	216
ENSG00000101935	493	507	561	358	602	451
ENSG00000101938	105	116	138	83	159	81
ENSG00000101940	836	874	866	689	856	679
ENSG00000101945	109	98	108	69	81	88
ENSG00000101951	7	4	3	0	9	6
ENSG00000101955	20	20	14	10	24	20
ENSG00000101958	9	8	10	7	9	13
ENSG00000101966	1361	1337	1456	1015	1357	1083
ENSG00000101972	2497	2480	3003	1876	2426	1985
ENSG00000101974	873	827	971	521	775	588
ENSG00000101977	14	10	20	10	9	6
ENSG00000101981	0	2	5	1	7	3
ENSG00000101986	126	132	124	81	121	113
ENSG00000101997	237	267	264	193	270	208
ENSG00000102001	22	13	32	20	37	28
ENSG00000102003	36	33	52	25	56	43
ENSG00000102007	109	149	172	122	96	106
ENSG00000102010	3	4	10	8	9	5
ENSG00000102021	1	1	3	3	1	0
ENSG00000102024	402	493	594	430	683	416
ENSG00000102030	338	412	383	232	306	278
ENSG00000102032	95	126	96	102	128	84
ENSG00000102034	214	206	185	100	98	106
ENSG00000102038	1703	1854	2102	1353	1992	1510
ENSG00000102043	25	22	28	20	25	24
ENSG00000102048	20	51	50	45	102	52
ENSG00000102053	122	103	93	69	93	77
ENSG00000102054	1552	1625	1726	1038	1456	1092
ENSG00000102057	25	18	36	23	26	28
ENSG00000102076	1	0	2	2	1	3
ENSG00000102078	176	163	169	129	150	132
ENSG00000102081	1093	1125	1247	843	1165	796
ENSG00000102096	145	149	171	124	155	135
ENSG00000102098	260	232	269	156	170	171
ENSG00000102100	248	270	287	224	290	182
ENSG00000102103	402	447	438	304	452	317
ENSG00000102104	8	0	8	6	6	7
ENSG00000102109	8	13	24	34	33	31
ENSG00000102119	341	385	347	274	327	272
ENSG00000102125	291	263	296	177	269	211
ENSG00000102128	3	4	2	8	3	2
ENSG00000102144	3764	3904	4220	2677	4089	3231
ENSG00000102145	11	1	7	4	12	8
ENSG00000102158	2165	2557	2654	1889	2619	1974
ENSG00000102172	1655	1645	1848	977	1530	1091
ENSG00000102174	35	20	38	26	30	20
ENSG00000102178	366	427	381	314	388	289
ENSG00000102181	802	892	815	629	798	614
ENSG00000102189	592	697	724	438	589	475
ENSG00000102195	4	1	4	2	7	2
ENSG00000102218	287	319	329	200	298	223
ENSG00000102221	824	978	1152	597	874	697
ENSG00000102225	1527	1633	1686	1164	1559	1196
ENSG00000102226	1119	1215	1191	785	1085	737
ENSG00000102230	123	123	139	78	102	74
ENSG00000102239	5	5	4	2	6	2
ENSG00000102241	1105	1074	1227	707	1153	741
ENSG00000102243	5	0	2	0	7	2
ENSG00000102245	4	1	6	4	9	5
ENSG00000102265	327	351	301	230	305	261
ENSG00000102271	14	8	7	14	9	15
ENSG00000102287	17	12	26	13	27	19
ENSG00000102290	10	13	15	12	24	15
ENSG00000102302	358	382	422	252	318	265
ENSG00000102309	315	349	340	174	363	238
ENSG00000102312	82	92	92	63	57	55
ENSG00000102313	10	10	25	6	15	19
ENSG00000102316	4526	5266	5072	3719	5609	3755
ENSG00000102317	2037	2228	2008	1466	2271	1417
ENSG00000102349	68	58	92	72	77	63
ENSG00000102359	5	3	10	8	10	13
ENSG00000102362	141	126	192	117	157	133
ENSG00000102383	165	173	172	130	158	150
ENSG00000102384	237	194	219	118	195	136
ENSG00000102385	28	18	27	17	33	34
ENSG00000102387	9	9	18	11	16	17
ENSG00000102390	156	126	165	134	170	106
ENSG00000102393	304	301	349	198	275	197
ENSG00000102401	1073	1108	1192	835	1179	837
ENSG00000102409	999	973	1047	701	1010	792
ENSG00000102445	17	17	21	11	3	12
ENSG00000102452	40	30	35	13	35	22
ENSG00000102466	72	42	58	23	30	30
ENSG00000102468	48	33	49	27	48	29
ENSG00000102471	972	1128	1286	899	1160	1003
ENSG00000102524	17	10	23	7	11	14
ENSG00000102531	2248	2313	2535	1665	2338	1828
ENSG00000102539	1	0	1	1	3	0
ENSG00000102543	110	120	164	84	129	88
ENSG00000102547	334	398	459	232	316	309
ENSG00000102554	111	116	137	195	265	166
ENSG00000102572	1382	1403	1501	826	1091	941
ENSG00000102575	27	35	30	46	59	45
ENSG00000102580	943	1116	1207	724	1041	752
ENSG00000102595	1245	1189	1383	891	982	828
ENSG00000102606	704	764	809	554	807	592
ENSG00000102678	67	60	56	67	96	86
ENSG00000102683	40	48	61	32	33	31
ENSG00000102699	1085	1163	1320	893	1287	904
ENSG00000102710	1060	1010	1296	758	984	857
ENSG00000102738	399	383	475	303	479	341
ENSG00000102743	128	163	131	115	143	116
ENSG00000102753	782	809	849	480	626	567
ENSG00000102755	10	15	35	16	30	29
ENSG00000102760	21	10	13	11	13	21
ENSG00000102763	521	590	604	448	588	424
ENSG00000102780	667	519	661	519	576	471
ENSG00000102781	458	455	565	335	512	384
ENSG00000102786	977	1093	1148	883	1028	792
ENSG00000102794	5	2	0	1	2	3
ENSG00000102796	68	75	86	69	84	76
ENSG00000102802	2	6	6	3	5	11
ENSG00000102804	3038	3638	3804	2557	3414	2587
ENSG00000102805	129	163	187	122	152	100
ENSG00000102837	6	4	8	15	18	7
ENSG00000102854	31	70	56	93	147	99
ENSG00000102858	388	433	421	286	366	301
ENSG00000102870	1254	1292	1272	947	1154	902
ENSG00000102871	15	14	12	11	31	8
ENSG00000102878	19	7	14	12	20	16
ENSG00000102879	26	29	37	15	32	23
ENSG00000102882	348	388	360	288	293	286
ENSG00000102886	39	37	51	17	35	22
ENSG00000102890	43	46	49	40	65	31
ENSG00000102891	0	0	0	0	0	1
ENSG00000102893	855	894	1040	614	818	668
ENSG00000102897	282	339	308	256	404	265
ENSG00000102898	1185	1308	1229	938	1227	932
ENSG00000102900	997	1040	1118	642	831	681
ENSG00000102901	472	490	604	334	479	391
ENSG00000102904	69	81	80	67	112	56
ENSG00000102908	732	681	903	698	609	588
ENSG00000102910	1576	1534	1850	1115	1548	1229
ENSG00000102921	541	515	603	406	449	400
ENSG00000102924	5	10	15	3	5	6
ENSG00000102931	42	45	57	35	51	26
ENSG00000102934	99	136	156	112	179	108
ENSG00000102935	621	664	651	411	557	418
ENSG00000102962	11	1	7	4	7	2
ENSG00000102967	241	249	254	162	206	172
ENSG00000102970	3	1	0	1	0	0
ENSG00000102974	888	953	1008	614	901	660
ENSG00000102977	153	168	189	138	155	132
ENSG00000102978	884	974	945	717	874	740
ENSG00000102981	27	18	26	12	31	21
ENSG00000102984	158	176	158	115	130	97
ENSG00000102996	328	418	323	242	348	294
ENSG00000103005	76	90	107	62	112	77
ENSG00000103018	1292	1422	1408	975	1251	928
ENSG00000103021	306	328	312	240	302	236
ENSG00000103023	1	1	6	5	4	2
ENSG00000103024	80	108	89	53	86	67
ENSG00000103034	344	388	407	298	367	322
ENSG00000103035	684	736	759	425	612	439
ENSG00000103037	289	290	324	266	297	200
ENSG00000103042	227	272	276	212	290	210
ENSG00000103043	775	847	848	667	812	616
ENSG00000103044	34	38	44	15	33	29
ENSG00000103047	124	98	131	92	131	82
ENSG00000103051	810	886	984	655	949	658
ENSG00000103056	32	48	39	22	24	25
ENSG00000103061	91	96	115	71	92	68
ENSG00000103064	247	284	295	249	251	211
ENSG00000103066	144	199	190	150	176	188
ENSG00000103067	120	161	173	167	214	138
ENSG00000103089	9	11	5	1	18	4
ENSG00000103091	630	682	764	481	671	490
ENSG00000103111	460	476	472	320	413	338
ENSG00000103121	385	405	483	305	331	290
ENSG00000103126	362	403	379	292	392	283
ENSG00000103145	146	213	199	200	254	154
ENSG00000103148	167	185	196	117	154	158
ENSG00000103150	186	216	239	197	262	172
ENSG00000103152	101	108	86	57	73	56
ENSG00000103154	67	54	51	48	46	58
ENSG00000103160	1152	1218	1377	789	975	811
ENSG00000103168	507	599	543	374	527	361
ENSG00000103174	120	116	135	115	133	96
ENSG00000103175	25	14	35	11	39	26
ENSG00000103184	5	2	11	9	5	9
ENSG00000103187	736	1022	971	628	860	597
ENSG00000103194	1543	1655	1652	1090	1472	1176
ENSG00000103196	30	20	40	18	34	30
ENSG00000103197	1234	1477	1455	982	1292	970
ENSG00000103199	209	221	230	162	196	160
ENSG00000103202	760	875	810	601	764	533
ENSG00000103222	510	521	534	299	404	320
ENSG00000103226	458	486	529	300	419	338
ENSG00000103227	123	185	154	93	138	123
ENSG00000103241	2	0	3	0	1	0
ENSG00000103245	229	274	309	189	243	207
ENSG00000103248	213	228	236	175	235	189
ENSG00000103249	439	553	548	334	449	336
ENSG00000103253	56	58	66	42	53	35
ENSG00000103254	46	81	42	43	59	48
ENSG00000103257	415	348	474	249	218	240
ENSG00000103260	140	155	127	83	108	101
ENSG00000103264	324	363	335	200	278	203
ENSG00000103266	114	141	112	99	136	93
ENSG00000103269	28	38	28	28	32	27
ENSG00000103274	111	128	129	80	152	84
ENSG00000103275	1039	1186	1034	724	922	762
ENSG00000103310	4	2	5	2	8	9
ENSG00000103313	1	2	5	2	3	2
ENSG00000103316	239	212	227	151	247	160
ENSG00000103319	484	386	447	241	339	304
ENSG00000103326	151	201	202	129	177	141
ENSG00000103335	124	130	125	86	83	92
ENSG00000103342	2083	2205	2401	1501	2058	1604
ENSG00000103343	136	139	163	99	131	80
ENSG00000103351	582	573	643	439	614	470
ENSG00000103353	1118	1296	1340	850	1205	965
ENSG00000103355	6	3	12	4	6	9
ENSG00000103356	559	600	608	391	556	419
ENSG00000103363	1008	1311	1250	842	1192	835
ENSG00000103365	1116	1138	1137	733	1063	766
ENSG00000103375	3	0	4	3	1	1
ENSG00000103381	395	518	505	305	498	334
ENSG00000103404	227	191	252	140	186	129
ENSG00000103415	274	368	371	292	411	269
ENSG00000103423	695	710	773	507	670	516
ENSG00000103426	0	0	0	0	0	0
ENSG00000103429	921	942	995	582	882	688
ENSG00000103449	1416	1507	1837	1143	1639	1354
ENSG00000103460	64	93	106	97	119	103
ENSG00000103479	893	888	996	599	890	728
ENSG00000103485	4823	5417	5480	3505	4076	3687
ENSG00000103489	184	178	229	142	212	122
ENSG00000103490	16	31	16	13	6	8
ENSG00000103494	552	557	647	398	600	436
ENSG00000103495	618	692	656	383	447	344
ENSG00000103496	131	160	192	147	206	132
ENSG00000103502	447	573	522	396	544	380
ENSG00000103507	341	418	410	304	381	286
ENSG00000103510	743	778	773	539	653	517
ENSG00000103512	441	490	489	352	466	345
ENSG00000103522	7	3	3	4	8	5
ENSG00000103528	35	53	80	64	108	66
ENSG00000103534	22	7	27	9	23	13
ENSG00000103540	380	438	486	339	428	342
ENSG00000103544	739	844	895	539	824	598
ENSG00000103546	3	2	10	0	8	7
ENSG00000103549	1349	1542	1552	1073	1490	1112
ENSG00000103550	359	352	409	218	317	225
ENSG00000103569	1	2	4	2	2	3
ENSG00000103591	1061	1148	1242	759	1013	727
ENSG00000103599	179	160	238	148	191	159
ENSG00000103642	165	242	237	180	256	167
ENSG00000103647	176	188	173	132	165	158
ENSG00000103653	315	337	334	218	292	250
ENSG00000103657	1532	1276	1728	1089	1427	1028
ENSG00000103671	170	210	203	163	243	137
ENSG00000103707	186	242	279	174	241	194
ENSG00000103710	694	841	803	560	738	632
ENSG00000103723	25	23	42	22	38	26
ENSG00000103740	29	22	33	15	25	24
ENSG00000103742	274	299	310	192	230	212
ENSG00000103769	1952	2175	2257	1509	2035	1517
ENSG00000103811	228	274	302	305	410	259
ENSG00000103852	348	404	509	279	401	341
ENSG00000103855	1707	1620	1537	876	1075	952
ENSG00000103876	457	693	518	492	735	444
ENSG00000103888	50	40	89	35	56	36
ENSG00000103932	528	600	627	375	523	415
ENSG00000103942	1486	1474	1612	832	1207	1022
ENSG00000103966	236	225	267	108	165	148
ENSG00000103978	804	940	965	760	925	656
ENSG00000103994	1432	1379	1712	1025	1567	1134
ENSG00000103995	312	277	374	229	246	261
ENSG00000104043	46	34	42	44	56	48
ENSG00000104044	120	154	135	122	129	94
ENSG00000104047	395	396	426	286	379	309
ENSG00000104055	1	2	7	3	6	8
ENSG00000104059	6	9	3	8	7	7
ENSG00000104064	692	741	791	531	650	535
ENSG00000104067	2295	2151	2618	1711	2203	1762
ENSG00000104081	931	1037	1139	713	973	787
ENSG00000104093	1097	991	1234	807	1146	825
ENSG00000104112	2	8	12	3	7	4
ENSG00000104129	223	250	269	177	255	213
ENSG00000104131	785	823	827	544	740	590
ENSG00000104133	1553	1594	1870	1283	1749	1321
ENSG00000104140	36	42	50	57	69	61
ENSG00000104142	527	589	541	439	513	396
ENSG00000104147	50	53	82	30	47	28
ENSG00000104154	208	260	275	203	338	221
ENSG00000104164	1075	1158	1284	730	957	845
ENSG00000104177	1552	1543	1739	1087	1232	1035
ENSG00000104205	90	105	111	104	132	80
ENSG00000104213	13	22	23	16	34	12
ENSG00000104218	565	622	685	511	714	505
ENSG00000104219	1250	1248	1418	888	1178	919
ENSG00000104221	122	111	106	94	96	67
ENSG00000104228	339	340	343	272	300	243
ENSG00000104231	856	772	882	553	653	658
ENSG00000104237	4	3	3	2	4	6
ENSG00000104267	200	405	457	424	630	389
ENSG00000104290	1869	1683	2064	1157	1400	1208
ENSG00000104299	282	301	315	195	241	209
ENSG00000104312	140	201	170	138	194	175
ENSG00000104313	637	573	636	298	507	301
ENSG00000104320	1145	1252	1442	1012	1607	1054
ENSG00000104321	16	0	22	14	13	9
ENSG00000104324	146	156	168	191	275	161
ENSG00000104325	534	690	723	505	793	529
ENSG00000104327	54	128	131	136	278	167
ENSG00000104331	2088	2153	2265	1701	1957	1649
ENSG00000104332	485	504	472	151	270	203
ENSG00000104341	3652	3925	3990	2498	3143	2706
ENSG00000104343	861	935	973	757	947	693
ENSG00000104356	342	313	379	230	287	217
ENSG00000104361	61	64	58	34	54	37
ENSG00000104365	442	496	547	361	476	382
ENSG00000104368	356	568	453	322	436	328
ENSG00000104369	16	20	32	21	19	19
ENSG00000104371	0	3	3	0	1	0
ENSG00000104375	613	562	704	454	560	415
ENSG00000104381	103	133	165	85	183	93
ENSG00000104388	1330	1394	1496	1107	1457	1129
ENSG00000104408	5643	5583	6142	3622	4958	3848
ENSG00000104412	526	566	623	399	580	393
ENSG00000104413	212	201	258	221	270	200
ENSG00000104415	31	15	18	10	19	7
ENSG00000104419	706	840	975	816	1469	999
ENSG00000104427	288	258	278	210	284	230
ENSG00000104432	13	10	16	13	10	13
ENSG00000104435	39	124	191	21	55	48
ENSG00000104442	713	743	807	511	680	511
ENSG00000104447	842	807	1012	883	1234	875
ENSG00000104450	88	115	114	96	117	79
ENSG00000104472	348	325	376	257	352	274
ENSG00000104490	406	524	536	430	585	378
ENSG00000104497	150	172	163	119	122	121
ENSG00000104499	5	2	3	1	1	0
ENSG00000104517	2564	2372	2664	1758	2160	1710
ENSG00000104518	164	202	201	150	227	157
ENSG00000104522	202	224	208	158	218	168
ENSG00000104524	138	147	135	110	131	94
ENSG00000104529	1742	1917	1922	1223	1653	1166
ENSG00000104537	39	56	42	78	124	61
ENSG00000104549	3220	3710	3787	2327	2732	2057
ENSG00000104611	63	76	74	31	55	53
ENSG00000104613	1149	1260	1379	826	1048	906
ENSG00000104626	395	384	398	227	348	269
ENSG00000104635	941	1179	1329	822	1164	867
ENSG00000104643	513	553	641	392	524	420
ENSG00000104660	728	767	875	466	679	514
ENSG00000104671	396	387	435	326	389	305
ENSG00000104679	301	364	321	219	418	244
