id	Cb1	Cb2	Cb3	Cm1	Cm2	Cm3
ENSG00000055070	736.1	644.9	619.3	402.6	464.3	407.1
ENSG00000177045	154.6	187.8	121.8	233.7	224.2	190.1
ENSG00000143147	130.1	94.2	95.2	96.8	101.8	94.4
ENSG00000125743	1543.4	1430.0	1499.4	1337.6	1320.6	1463.0
ENSG00000179933	277.6	247.8	301.3	217.5	197.9	234.8
ENSG00000159267	163.5	118.5	227.1	141.5	173.7	167.5
ENSG00000174839	263.3	349.8	367.2	247.0	244.3	310.4
ENSG00000164081	144.6	120.6	159.8	117.6	116.9	127.2
ENSG00000182670	559.0	460.7	447.1	971.0	993.3	855.7
ENSG00000143207	737.8	553.9	611.7	625.2	658.2	591.0
ENSG00000134255	175.5	141.8	192.5	145.4	158.6	184.6
ENSG00000124596	264.5	369.7	276.2	237.5	262.2	274.8
ENSG00000161981	329.8	389.1	291.4	197.9	244.8	254.3
ENSG00000157500	1096.1	1109.5	771.3	1210.1	1091.6	1110.5
ENSG00000166091	91.5	96.8	92.3	100.0	101.2	95.3
ENSG00000086730	280.9	245.3	129.7	276.6	197.9	151.7
ENSG00000196470	188.1	179.6	173.3	131.7	150.3	162.1
ENSG00000108523	222.7	289.6	254.2	201.5	177.6	196.6
ENSG00000162461	101.2	102.8	105.1	95.1	94.4	98.8
ENSG00000157554	605.0	670.7	648.4	124.8	162.8	133.6
ENSG00000106682	1335.2	1372.9	1392.8	1150.0	1198.7	1197.7
ENSG00000104413	101.2	112.0	103.4	102.6	96.8	102.9
ENSG00000105323	162.3	166.1	173.4	113.6	116.9	114.7
ENSG00000177301	95.2	137.9	112.6	106.6	95.9	92.3
ENSG00000198771	189.0	219.6	273.6	106.2	119.5	119.7
ENSG00000198794	221.3	365.0	243.1	415.5	487.3	350.2
ENSG00000136367	137.2	105.9	124.0	172.5	177.0	136.5
ENSG00000164944	307.4	242.8	264.3	304.3	311.0	364.3
ENSG00000144730	648.4	601.5	934.2	1366.8	1265.4	1404.6
ENSG00000143162	257.1	206.9	157.8	171.0	156.9	150.5
ENSG00000108509	400.7	367.2	298.1	231.2	413.1	232.2
ENSG00000174705	444.1	666.1	652.7	868.2	1015.1	1202.9
ENSG00000113532	720.8	904.4	1073.5	187.1	230.9	320.3
ENSG00000167600	104.6	103.8	105.1	96.5	104.8	101.9
ENSG00000213983	172.2	240.2	151.5	154.1	153.3	168.9
ENSG00000136490	881.8	797.0	698.2	485.7	399.4	339.4
ENSG00000116138	195.8	233.1	171.0	108.6	107.7	99.9
ENSG00000084636	96.2	132.1	93.7	1134.5	907.9	601.9
ENSG00000183751	158.8	132.3	149.2	99.5	126.7	127.1
ENSG00000110514	182.5	207.7	144.7	157.9	193.3	158.0
ENSG00000205581	2759.0	2560.6	2786.1	3045.5	2666.7	3006.1
ENSG00000111752	380.5	477.7	387.0	578.6	600.3	494.8
ENSG00000108559	389.9	302.4	369.7	391.9	412.8	326.0
ENSG00000142634	104.0	111.1	116.9	105.9	104.3	105.4
ENSG00000180304	915.9	854.3	1061.7	616.1	607.4	660.5
ENSG00000163946	308.2	219.7	203.2	301.8	319.5	259.0
ENSG00000145725	182.6	172.7	217.2	230.6	278.2	273.4
ENSG00000125170	1466.6	1201.7	1420.5	172.7	197.5	193.1
ENSG00000120278	248.7	239.6	265.6	228.2	228.1	220.8
ENSG00000046647	143.4	133.1	140.9	104.3	104.8	97.6
ENSG00000005100	174.0	146.7	150.1	182.9	181.9	174.3
ENSG00000171729	866.7	802.7	1052.4	487.6	510.5	488.8
ENSG00000111701	113.0	111.9	105.1	108.0	96.8	109.7
ENSG00000189337	124.4	118.5	102.6	95.5	101.1	90.9
ENSG00000182240	117.6	112.2	115.0	129.9	128.7	132.6
ENSG00000167842	413.3	410.2	469.2	339.2	486.4	572.3
ENSG00000143157	401.9	438.8	460.9	627.7	591.9	626.7
ENSG00000149179	100.7	91.4	99.4	120.2	111.6	113.6
ENSG00000046651	318.2	363.8	342.6	331.8	355.0	275.8
ENSG00000085563	246.1	219.6	201.6	90.0	88.2	90.7
ENSG00000105784	99.8	93.1	99.4	87.2	96.3	103.5
ENSG00000147606	90.6	92.4	90.5	89.3	87.7	85.9
ENSG00000095564	171.5	104.8	124.9	159.7	157.2	133.7
ENSG00000130208	100.8	103.5	106.7	96.5	100.9	98.9
ENSG00000105520	119.1	109.5	107.8	160.9	132.5	129.4
ENSG00000091157	193.1	204.3	173.7	161.5	165.0	169.6
ENSG00000165171	113.4	132.1	103.8	109.5	113.2	119.1
ENSG00000171860	153.4	135.4	112.5	93.4	97.6	90.0
ENSG00000155100	698.8	475.4	697.5	394.2	386.9	460.9
ENSG00000175216	248.2	291.5	296.2	253.1	285.7	219.2
ENSG00000136478	175.3	154.9	178.2	150.7	146.9	165.8
ENSG00000008277	101.9	101.1	106.3	157.8	139.7	138.9
ENSG00000162510	99.8	113.8	94.2	117.3	124.3	200.9
ENSG00000106077	150.0	161.0	110.9	193.8	184.9	165.8
ENSG00000271605	117.1	116.9	104.7	100.3	98.5	98.8
ENSG00000180357	149.7	152.5	133.1	141.3	132.7	141.1
ENSG00000172469	144.0	190.4	303.4	279.8	327.4	444.1
ENSG00000073008	171.2	186.5	150.9	93.1	96.2	87.9
ENSG00000138075	89.5	104.9	109.6	87.5	102.4	94.9
ENSG00000156564	97.6	102.2	90.7	124.1	138.6	156.6
ENSG00000090006	151.3	165.4	130.4	251.1	221.4	236.7
ENSG00000132530	535.7	555.6	476.5	736.1	664.8	605.0
ENSG00000204348	262.8	391.0	154.6	165.1	161.0	153.9
ENSG00000171634	157.6	179.0	139.8	154.0	163.5	126.3
ENSG00000149091	204.6	187.4	192.8	115.7	112.8	121.0
ENSG00000105792	84.8	94.5	114.9	116.1	129.8	107.3
ENSG00000100949	107.8	110.8	130.9	120.8	106.2	108.4
ENSG00000090013	160.8	140.6	166.4	187.4	169.2	194.9
ENSG00000105793	204.8	158.0	168.5	180.4	197.8	209.2
ENSG00000132382	501.8	470.9	487.2	323.1	350.2	314.6
ENSG00000135506	396.4	196.0	342.0	341.6	273.7	258.8
ENSG00000134884	801.9	1051.6	530.3	1423.0	1323.1	503.6
ENSG00000123552	124.6	149.3	118.2	124.4	121.1	113.5
ENSG00000087074	470.7	533.2	241.5	240.3	180.6	131.8
ENSG00000165905	95.0	107.4	89.7	98.2	100.4	92.0
ENSG00000177311	730.6	1090.9	551.3	715.5	758.4	824.1
ENSG00000105559	100.5	272.3	107.0	135.6	132.4	107.1
ENSG00000135870	1066.7	1152.9	878.5	1192.0	956.2	1001.6
ENSG00000145526	95.5	93.1	99.8	432.9	350.4	405.1
ENSG00000155287	288.7	273.7	209.6	324.9	307.8	199.6
ENSG00000112234	99.8	105.5	104.0	111.0	103.8	100.7
ENSG00000127914	1097.3	919.5	441.5	1518.5	1388.5	643.1
ENSG00000139826	123.0	161.4	155.3	135.7	145.4	212.6
ENSG00000085433	96.8	105.1	93.8	105.0	112.4	93.2
ENSG00000172531	783.0	866.3	931.4	521.6	527.3	655.3
ENSG00000021776	113.1	111.1	112.1	108.1	108.2	108.0
ENSG00000112218	117.2	107.0	102.5	108.6	113.6	136.1
ENSG00000205707	166.5	164.6	258.9	243.1	225.5	306.4
ENSG00000146063	134.7	147.7	186.7	134.6	142.4	125.4
ENSG00000183337	273.5	260.3	222.8	223.8	213.9	215.6
ENSG00000014123	117.6	118.4	127.4	122.2	132.1	132.1
ENSG00000166986	315.2	217.6	319.2	297.2	245.4	274.1
ENSG00000001629	204.4	166.3	224.5	151.2	190.0	185.6
ENSG00000162636	540.3	434.6	477.9	381.8	339.6	373.3
ENSG00000107672	385.8	357.0	415.7	323.5	338.3	391.7
ENSG00000112659	128.9	112.0	114.1	293.5	317.4	273.6
ENSG00000145041	168.1	154.6	150.2	170.3	136.2	177.9
ENSG00000085491	134.4	137.1	180.3	129.0	128.3	178.8
ENSG00000198146	198.0	159.9	291.8	249.0	264.5	363.0
ENSG00000204536	150.9	154.8	138.5	133.5	131.1	110.0
ENSG00000052850	133.2	121.9	151.8	155.3	143.6	157.5
ENSG00000127993	260.1	184.8	193.6	272.2	268.6	230.6
ENSG00000094975	252.4	308.8	241.8	273.5	305.0	249.1
ENSG00000107201	196.2	342.2	373.6	143.5	132.0	114.3
ENSG00000164683	937.7	1139.8	900.2	515.2	537.8	303.3
ENSG00000165810	199.0	241.6	178.2	87.1	86.5	84.3
ENSG00000124507	93.0	94.2	102.9	93.6	94.7	98.3
ENSG00000105810	91.7	102.6	101.6	95.1	105.2	121.1
ENSG00000112182	163.8	152.0	153.6	199.9	158.6	180.4
ENSG00000147586	398.0	473.8	456.5	277.1	326.9	349.6
ENSG00000107679	1646.7	1520.2	1372.9	513.6	494.5	376.4
ENSG00000146122	954.7	816.0	1309.5	2282.5	2371.0	2145.5
ENSG00000064102	483.4	474.8	318.0	403.7	442.2	334.4
ENSG00000123384	140.0	126.4	119.6	1603.5	1277.9	1520.2
ENSG00000111790	398.8	413.0	481.7	560.4	589.4	487.4
ENSG00000181029	144.2	176.1	189.6	152.2	157.8	183.3
ENSG00000064115	293.6	248.6	368.4	408.8	406.6	490.7
ENSG00000117523	1561.0	1342.8	990.0	1558.1	1901.2	975.4
ENSG00000141013	187.0	171.9	192.5	236.6	236.1	189.3
ENSG00000142227	214.1	262.4	273.7	410.4	391.4	458.9
ENSG00000164684	244.8	252.9	238.4	263.4	236.3	268.7
ENSG00000166803	92.1	125.7	130.1	114.8	104.8	113.7
ENSG00000105479	99.7	94.9	107.6	99.5	103.7	103.9
ENSG00000140497	269.0	214.7	421.2	238.4	245.4	263.6
ENSG00000135299	108.6	116.0	124.6	107.8	110.5	111.7
ENSG00000119965	314.4	340.6	512.7	386.6	432.5	427.6
ENSG00000166199	362.9	404.6	327.7	313.5	361.2	286.1
ENSG00000095574	301.4	281.9	289.4	361.1	348.8	323.4
ENSG00000214700	351.6	378.5	226.6	183.0	148.9	139.3
ENSG00000213977	842.6	724.5	1048.7	538.0	459.2	624.8
ENSG00000137801	94.5	100.7	89.5	101.7	107.4	103.3
ENSG00000153936	241.6	268.5	277.7	370.5	380.6	484.3
ENSG00000188620	101.3	139.6	100.7	96.0	102.1	97.7
ENSG00000069535	153.3	143.3	138.6	150.3	147.0	148.1
ENSG00000139547	109.1	108.5	104.3	100.1	100.5	94.1
ENSG00000146278	292.6	292.1	282.3	235.7	217.6	330.8
ENSG00000120370	145.1	167.8	140.9	192.4	224.9	222.8
ENSG00000132950	204.5	131.0	183.4	196.0	204.1	164.6
ENSG00000174236	269.9	254.4	205.6	213.3	193.1	218.3
ENSG00000153956	95.1	93.1	83.5	276.0	250.9	224.9
ENSG00000061794	340.6	275.1	360.6	351.3	305.8	436.4
ENSG00000023171	102.1	98.0	128.0	98.8	99.5	102.8
ENSG00000205808	257.7	333.7	257.5	136.0	139.4	189.3
ENSG00000087448	145.3	140.7	173.8	281.6	283.1	379.9
ENSG00000104081	219.7	298.1	359.4	121.5	134.2	143.9
ENSG00000156970	172.0	147.0	147.2	109.5	111.2	115.2
ENSG00000121742	121.1	106.8	88.1	921.7	578.8	790.9
ENSG00000076108	206.1	232.0	266.8	320.5	282.3	212.2
ENSG00000140990	691.9	476.5	732.3	614.9	596.5	813.6
ENSG00000135336	229.3	347.3	231.9	399.5	471.9	451.0
ENSG00000076067	386.1	436.7	420.2	439.6	430.0	437.4
ENSG00000032742	116.8	102.9	119.1	183.8	154.9	132.1
ENSG00000172260	91.0	99.4	91.3	128.1	108.0	124.4
ENSG00000140323	96.9	82.0	90.8	107.0	120.1	117.3
ENSG00000120253	181.0	201.1	174.9	198.8	209.8	237.0
ENSG00000170581	246.7	249.4	125.3	185.3	163.2	116.9
ENSG00000133704	367.5	344.5	391.4	434.1	421.1	469.3
ENSG00000066044	489.9	457.2	499.7	500.4	495.3	648.4
ENSG00000198492	760.1	762.3	1096.1	1059.6	962.6	1315.2
ENSG00000107560	190.7	179.4	209.6	334.9	298.9	299.7
ENSG00000131023	131.6	152.0	125.0	204.5	221.8	196.9
ENSG00000285932	186.1	251.6	181.8	175.4	223.0	190.5
ENSG00000050628	88.5	95.2	87.6	88.5	97.1	95.5
ENSG00000128266	96.0	90.7	101.0	120.6	111.0	121.0
ENSG00000140320	137.5	150.7	178.1	121.2	116.0	117.2
ENSG00000055211	787.4	500.0	943.4	1032.9	833.1	1045.8
ENSG00000111602	597.7	807.2	368.1	382.3	391.1	259.3
ENSG00000107938	150.2	147.5	137.6	203.2	211.0	177.8
ENSG00000141582	284.5	363.5	250.9	408.0	410.2	278.2
ENSG00000118454	110.7	105.2	108.8	87.0	89.9	106.5
ENSG00000006576	734.1	712.4	526.6	1175.1	1042.1	1006.7
ENSG00000128891	109.0	189.9	169.2	135.9	123.7	179.5
ENSG00000110042	95.1	110.2	98.7	98.3	101.7	106.5
ENSG00000187257	132.5	134.0	144.8	147.8	139.4	132.6
ENSG00000188994	310.9	351.2	322.5	400.2	429.4	391.1
ENSG00000116574	102.0	90.4	129.6	515.0	685.8	949.8
ENSG00000127946	415.8	494.5	378.1	312.3	315.5	236.9
ENSG00000139160	96.1	101.9	93.0	100.4	106.3	106.4
ENSG00000170262	88.4	98.5	96.5	83.2	95.3	94.3
ENSG00000169302	94.1	89.0	85.9	96.1	92.8	101.0
ENSG00000171603	211.9	180.3	233.5	267.6	265.0	272.6
ENSG00000173402	678.2	642.5	769.5	671.0	778.1	751.2
ENSG00000101333	272.1	286.4	317.8	360.7	258.3	208.4
ENSG00000186088	130.9	124.1	167.4	110.5	111.3	104.1
ENSG00000142207	104.7	113.3	114.3	109.9	113.2	107.6
ENSG00000005486	109.2	126.8	104.4	103.4	108.7	98.9
ENSG00000135469	116.8	123.3	128.6	137.8	131.7	113.4
ENSG00000171621	139.4	173.5	155.8	106.8	122.6	106.2
ENSG00000164442	436.8	459.5	299.8	334.1	417.5	462.8
ENSG00000181045	375.8	362.9	235.7	409.5	401.2	182.4
ENSG00000170775	85.6	88.4	98.4	112.7	151.9	134.0
ENSG00000166979	108.8	98.6	104.0	136.4	127.1	129.8
ENSG00000120029	197.5	199.1	151.3	121.8	125.8	132.8
ENSG00000164440	119.5	105.2	109.0	125.5	139.5	127.8
ENSG00000172339	276.9	151.3	300.4	197.9	210.2	213.1
ENSG00000189077	119.5	165.3	122.5	122.5	125.3	118.6
ENSG00000128606	108.1	113.0	102.7	162.3	154.3	236.1
ENSG00000112406	311.5	242.6	282.3	336.7	318.2	288.2
ENSG00000143036	108.7	90.8	85.3	103.8	97.0	102.8
ENSG00000142599	1201.7	1220.2	1432.2	1139.0	1347.6	1206.4
ENSG00000173818	105.7	111.1	117.8	109.7	115.1	124.7
ENSG00000107263	203.3	195.5	203.7	147.6	139.2	148.4
ENSG00000147316	230.0	156.5	165.3	140.9	145.9	138.7
ENSG00000048405	142.8	118.8	118.9	118.6	108.6	109.5
ENSG00000135540	795.8	686.4	769.9	754.2	847.2	644.6
ENSG00000137962	2458.2	2676.7	3528.8	1341.7	1576.4	1679.7
ENSG00000082068	189.1	135.1	141.3	136.7	136.4	141.3
ENSG00000167112	646.8	628.5	495.0	655.5	689.2	664.8
ENSG00000135482	267.4	291.8	259.9	154.0	177.7	208.6
ENSG00000124160	963.9	1209.0	844.4	1374.2	1463.0	1243.1
ENSG00000197603	116.4	99.2	105.5	150.0	124.6	135.2
ENSG00000104231	119.3	124.8	126.7	139.5	133.5	137.2
ENSG00000167981	198.9	162.4	211.7	329.3	283.6	366.6
ENSG00000167123	96.6	97.6	122.6	318.3	204.3	333.4
ENSG00000137449	226.8	201.9	191.8	287.9	415.6	261.2
ENSG00000141577	127.4	133.7	114.3	143.4	156.5	126.3
ENSG00000119514	95.5	98.1	111.1	96.8	101.9	96.4
ENSG00000005075	540.1	548.4	607.6	378.7	524.5	476.5
ENSG00000119801	377.0	401.8	439.0	402.0	374.4	399.2
ENSG00000007923	180.6	195.6	125.8	167.8	216.3	159.7
ENSG00000048342	220.7	181.4	219.4	411.4	339.0	193.1
ENSG00000041988	268.0	295.5	189.7	228.7	269.9	191.0
ENSG00000067334	274.9	297.0	266.0	197.7	223.5	259.2
ENSG00000160993	109.0	112.6	138.0	123.6	127.2	137.1
ENSG00000118564	118.9	120.8	130.0	137.5	120.6	132.8
ENSG00000174371	135.4	136.8	105.8	93.3	95.0	102.3
ENSG00000266074	98.4	100.6	104.4	105.0	110.5	97.1
ENSG00000119523	300.6	236.4	344.4	490.0	610.9	612.7
ENSG00000188827	191.8	124.5	133.1	175.7	189.0	127.8
ENSG00000128563	280.4	267.8	294.7	257.1	290.5	240.7
ENSG00000137942	1586.0	1670.1	1752.1	1601.6	1645.1	1909.6
ENSG00000184672	90.5	98.3	92.6	758.4	414.9	460.8
ENSG00000119333	108.8	90.8	101.1	130.9	117.8	123.5
ENSG00000171680	342.2	379.5	269.0	110.1	110.9	97.1
ENSG00000169744	421.4	418.6	433.6	183.2	157.3	178.1
ENSG00000164187	130.0	166.6	144.7	130.0	140.7	154.8
ENSG00000182446	635.6	676.3	597.2	362.7	344.0	366.0
ENSG00000145390	298.3	433.7	301.9	356.0	365.3	284.7
ENSG00000168062	121.5	133.9	127.6	89.4	90.1	87.5
ENSG00000066697	734.7	785.5	888.9	821.3	857.2	958.1
ENSG00000160445	172.7	137.6	145.7	218.9	190.1	183.4
ENSG00000146555	114.7	131.2	146.2	122.0	118.9	134.6
ENSG00000002549	109.7	112.6	131.7	108.4	94.7	117.5
ENSG00000243927	292.1	233.1	242.0	262.4	218.3	305.9
ENSG00000107021	200.7	188.0	219.0	145.3	164.2	169.2
ENSG00000152611	87.6	88.8	88.0	86.8	79.1	87.8
ENSG00000159197	88.7	92.4	97.3	88.1	94.5	90.2
ENSG00000101040	266.1	244.5	286.9	297.1	347.9	243.4
ENSG00000204237	101.2	105.0	109.5	96.6	99.3	104.2
ENSG00000116237	359.4	399.6	405.8	299.8	276.5	223.3
ENSG00000133878	101.2	112.4	100.7	123.8	259.9	261.7
ENSG00000198917	118.2	108.6	121.4	111.7	111.9	116.4
ENSG00000204231	519.6	589.2	440.1	441.7	415.1	363.2
ENSG00000107864	134.4	147.0	120.4	236.4	166.7	183.7
ENSG00000171097	113.3	100.4	101.8	117.1	127.3	113.6
ENSG00000168140	251.2	360.2	205.5	1265.4	1363.4	1299.4
ENSG00000262814	549.6	400.1	552.4	278.1	373.4	418.7
ENSG00000276289	97.1	99.6	93.3	94.6	94.0	87.9
ENSG00000262246	137.4	153.1	151.2	137.0	127.9	121.9
ENSG00000136870	123.1	107.5	125.5	114.2	119.6	127.7
ENSG00000154359	103.1	95.3	91.3	103.1	113.8	100.8
ENSG00000198003	102.2	108.8	99.6	121.4	112.7	105.1
ENSG00000124126	348.4	336.2	261.3	115.4	101.6	109.6
ENSG00000250305	124.4	172.1	107.1	87.6	89.9	101.1
ENSG00000075643	134.2	100.6	101.9	93.8	93.5	108.8
ENSG00000103266	130.7	197.7	145.5	152.1	133.7	155.8
ENSG00000165152	203.2	290.5	305.9	199.3	169.4	202.1
ENSG00000144642	255.9	247.8	345.2	1531.8	1369.1	1260.8
ENSG00000172348	126.9	124.0	154.9	102.4	124.4	124.7
ENSG00000138286	153.3	118.8	123.1	149.8	136.4	139.8
ENSG00000066933	152.6	177.6	139.3	249.9	235.1	195.3
ENSG00000131697	89.1	96.5	90.1	106.9	108.2	91.7
ENSG00000153443	107.8	105.9	112.4	94.2	99.4	97.9
ENSG00000049769	126.0	117.9	95.4	199.1	210.1	180.0
ENSG00000111834	100.9	96.5	95.7	98.1	98.0	99.9
ENSG00000156042	85.7	96.5	93.6	90.5	92.8	93.3
ENSG00000149294	98.1	106.5	95.1	103.1	100.3	103.2
ENSG00000124214	516.0	561.3	716.2	777.6	866.7	679.3
ENSG00000136297	92.3	229.9	102.2	91.4	97.6	107.3
ENSG00000081923	114.2	122.4	131.8	88.4	89.8	90.2
ENSG00000116198	121.8	132.1	128.7	125.6	129.9	125.1
ENSG00000049768	168.9	152.4	158.4	157.5	160.2	142.4
ENSG00000172817	91.5	107.7	126.6	260.4	198.6	265.9
ENSG00000204539	91.6	94.6	100.7	109.1	107.7	109.9
ENSG00000119383	344.8	325.4	335.1	255.3	237.9	271.9
ENSG00000065060	155.9	181.3	146.1	184.4	193.2	168.1
ENSG00000069248	234.7	260.5	260.4	214.3	249.6	264.1
ENSG00000124201	324.6	213.6	254.6	153.7	179.9	157.7
ENSG00000111817	199.0	110.8	172.7	998.4	937.2	1359.9
ENSG00000187189	99.0	92.2	98.5	161.0	199.3	236.0
ENSG00000148331	106.8	108.9	107.1	92.4	106.4	93.2
ENSG00000167157	95.2	113.2	110.3	112.4	135.2	125.8
ENSG00000109501	779.5	1441.5	803.3	1152.9	782.7	759.1
ENSG00000118900	114.4	121.3	107.2	112.6	106.6	110.7
ENSG00000104219	99.9	102.1	94.7	105.1	91.4	97.6
ENSG00000197818	114.3	108.1	103.9	97.3	103.0	99.1
ENSG00000150712	1846.0	1691.0	1601.6	1626.7	1445.1	1342.8
ENSG00000118898	100.0	100.9	104.8	89.9	96.3	97.6
ENSG00000159256	170.2	215.2	220.6	254.4	284.7	222.2
ENSG00000157734	99.5	102.0	90.6	104.8	97.4	91.7
ENSG00000169738	100.3	117.1	111.1	109.0	109.5	116.6
ENSG00000282246	673.9	558.1	630.1	620.6	579.0	564.5
ENSG00000166575	119.6	108.9	100.9	105.6	94.0	94.7
ENSG00000251287	116.0	126.7	120.7	120.3	128.0	124.7
ENSG00000008869	117.5	108.5	118.0	116.6	118.5	107.0
ENSG00000142611	104.6	129.0	123.2	92.5	92.2	92.6
ENSG00000150687	131.9	150.2	112.7	92.4	95.2	96.8
ENSG00000109674	171.8	172.0	112.7	107.2	112.6	97.2
ENSG00000118242	96.1	87.2	114.2	99.6	123.5	126.7
ENSG00000113361	95.8	128.1	91.1	885.3	642.8	618.7
ENSG00000143507	149.8	160.1	133.8	292.3	230.3	231.1
ENSG00000196998	200.6	181.8	224.6	190.1	185.5	242.7
ENSG00000136630	265.6	324.0	240.2	92.5	89.2	88.6
ENSG00000073921	1080.9	1145.7	1216.6	650.7	662.4	616.1
ENSG00000196968	100.8	134.5	119.4	112.5	118.4	131.2
ENSG00000130713	247.0	224.7	258.2	242.9	245.5	269.4
ENSG00000138375	121.4	96.9	111.0	108.7	105.4	104.2
ENSG00000162817	1218.6	1464.1	1269.8	100.3	108.1	110.4
ENSG00000171130	122.0	130.1	114.0	134.3	131.6	184.9
ENSG00000133874	528.4	552.8	273.7	349.5	357.6	366.2
ENSG00000115457	161.7	283.4	214.6	841.4	906.5	1015.1
ENSG00000118873	179.8	110.5	124.2	135.7	127.6	133.3
ENSG00000131378	164.5	152.5	142.1	93.7	90.0	99.0
ENSG00000166507	138.2	196.8	124.5	123.2	137.6	124.0
ENSG00000169660	115.8	180.7	145.1	131.8	145.9	119.7
ENSG00000121858	185.9	277.6	206.4	90.2	89.6	80.1
ENSG00000136861	125.1	111.4	121.9	112.6	124.9	119.6
ENSG00000178927	121.1	145.0	122.9	110.4	115.6	126.8
ENSG00000075420	189.1	191.8	169.8	215.6	204.8	197.0
ENSG00000163512	205.5	206.0	179.4	164.2	156.3	159.5
ENSG00000141568	1021.0	1438.2	830.7	1097.9	1142.5	723.6
ENSG00000106780	260.2	203.4	261.3	269.9	245.6	277.7
ENSG00000215440	278.6	239.4	181.5	202.5	162.5	144.6
ENSG00000130723	1450.9	1580.5	1163.4	1944.4	1745.6	1574.5
ENSG00000187135	80.4	88.5	93.8	102.9	126.9	92.5
ENSG00000130714	92.9	96.1	91.3	96.9	105.6	94.2
ENSG00000141560	194.3	176.4	218.7	172.8	195.7	179.6
ENSG00000143353	180.1	221.0	186.1	208.6	209.3	233.0
ENSG00000162885	163.8	131.9	131.6	188.4	185.3	151.7
ENSG00000092969	504.6	647.3	572.9	716.5	740.6	870.4
ENSG00000150961	417.9	403.4	435.7	525.9	518.4	443.4
ENSG00000284770	182.0	130.6	142.4	156.0	190.6	129.5
ENSG00000101945	119.2	106.3	111.5	111.4	110.0	122.1
ENSG00000141556	374.4	395.6	449.8	275.5	265.4	308.2
ENSG00000163584	977.3	720.2	654.0	1284.1	1002.9	948.2
ENSG00000204569	352.3	495.0	282.7	297.9	258.6	174.7
ENSG00000054267	308.4	267.3	271.2	269.6	290.9	234.1
ENSG00000167978	743.2	806.5	527.5	1184.7	1078.0	680.4
ENSG00000092978	307.6	298.5	255.9	457.6	370.0	399.1
ENSG00000176845	110.7	91.9	87.3	97.6	106.8	104.4
ENSG00000148337	248.2	245.7	181.5	226.7	220.8	182.2
ENSG00000140526	1176.1	1116.7	1284.1	514.6	742.5	604.3
ENSG00000068354	147.2	112.9	137.3	108.8	115.0	121.4
ENSG00000159714	120.9	136.7	151.4	147.7	158.4	122.8
ENSG00000156110	153.1	132.7	165.8	223.8	249.7	249.4
ENSG00000171159	109.2	106.2	113.4	115.5	108.1	111.9
ENSG00000140522	109.2	98.7	117.2	95.2	98.1	96.7
ENSG00000140525	132.0	225.4	147.6	137.3	132.4	111.4
ENSG00000095906	164.3	147.1	185.6	121.3	124.0	124.6
ENSG00000109680	311.7	204.2	226.9	393.6	331.4	335.2
ENSG00000140521	194.5	177.7	195.1	190.2	158.5	167.2
ENSG00000162618	360.6	516.6	529.8	87.9	89.3	93.6
ENSG00000118507	169.8	103.8	138.3	151.3	162.7	174.8
ENSG00000187118	674.8	675.0	755.2	670.3	718.0	814.3
ENSG00000186591	608.1	698.8	620.9	622.9	519.8	516.5
ENSG00000106948	127.0	192.6	136.8	123.2	157.2	130.5
ENSG00000109689	149.3	178.4	170.3	127.2	115.1	120.9
ENSG00000105251	109.4	105.4	98.7	296.7	270.3	204.1
ENSG00000124813	88.2	94.7	99.0	106.7	96.4	105.1
ENSG00000175467	187.0	216.6	192.4	190.5	172.5	204.6
ENSG00000095397	84.5	110.8	98.0	97.1	96.4	95.4
ENSG00000091732	227.0	282.1	300.8	229.2	266.2	263.9
ENSG00000151465	686.4	1011.4	717.1	772.5	864.2	867.3
ENSG00000130699	371.7	526.3	356.6	267.3	285.9	228.8
ENSG00000112414	101.1	93.4	93.9	118.4	102.1	113.4
ENSG00000144668	375.7	256.5	286.5	172.3	145.5	197.8
ENSG00000124785	85.6	86.0	86.6	100.9	102.1	120.6
ENSG00000136449	97.9	87.4	95.3	96.1	100.4	98.6
ENSG00000124491	113.8	108.1	87.1	87.8	88.7	91.5
ENSG00000149657	251.3	320.6	345.4	325.4	387.3	286.3
ENSG00000136888	262.5	312.5	240.2	168.5	148.1	159.4
ENSG00000162614	116.4	125.9	122.6	144.1	131.4	150.6
ENSG00000145495	496.1	610.4	524.4	380.8	392.8	422.0
ENSG00000107018	99.6	107.8	135.4	91.0	90.6	88.5
ENSG00000136444	118.0	110.2	110.5	134.1	117.3	100.3
ENSG00000172296	101.0	107.1	86.4	94.5	98.4	102.1
ENSG00000198945	402.3	352.1	378.8	555.8	496.9	421.1
ENSG00000124782	305.9	278.4	277.5	214.7	204.2	219.1
ENSG00000184402	151.1	155.7	186.4	299.5	317.7	234.0
ENSG00000165655	311.9	326.3	315.2	93.3	91.4	109.1
ENSG00000128510	89.8	88.5	106.4	100.0	98.3	95.9
ENSG00000036549	293.1	272.0	226.0	374.5	403.7	365.5
ENSG00000103035	560.8	559.3	643.1	672.7	639.4	684.0
ENSG00000166825	99.0	105.0	85.1	191.6	155.5	176.9
ENSG00000130703	207.4	237.0	147.3	206.9	159.9	161.0
ENSG00000110074	121.5	127.6	121.2	113.3	120.2	116.3
ENSG00000142892	363.2	334.8	322.4	329.2	326.0	381.4
ENSG00000148429	217.8	247.4	295.9	174.5	181.6	201.1
ENSG00000250021	158.0	686.7	166.3	107.0	103.4	105.7
